City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Nanortalik,GL,60.1432,-45.2371,50.18,76,2,14.18,clear sky
341,Batemans Bay,AU,-35.7167,150.1833,52.11,86,93,3.11,overcast clouds
342,Bubaque,GW,11.2833,-15.8333,78.76,85,100,16.35,light rain
343,Pierre,US,44.3683,-100.351,92.32,33,0,10.36,clear sky
344,Sioux Lookout,CA,50.1001,-91.917,68.07,73,75,4.61,broken clouds
345,Hastings,GB,50.8552,0.5729,67.39,81,72,17.07,broken clouds
346,Terrasini,IT,38.146,13.0844,84.22,74,0,10.36,clear sky
347,Sorland,NO,67.667,12.6934,53.46,91,100,21.9,overcast clouds
348,Coquimbo,CL,-29.9533,-71.3436,55.13,82,100,8.05,overcast clouds
349,Araouane,ML,18.9048,-3.5265,95.16,33,20,6.6,light rain
350,Nelson Bay,AU,-32.7167,152.15,62.01,77,100,17.0,overcast clouds
351,Copiapo,CL,-27.3667,-70.3333,53.29,59,2,3.11,clear sky
352,Malakal,SS,9.5334,31.6605,72.46,85,100,2.86,overcast clouds
353,Saint Anthony,US,45.0205,-93.218,87.3,36,0,21.85,clear sky
354,Verkhoyansk,RU,67.5447,133.385,55.31,66,82,1.3,broken clouds
355,Kanigiri,IN,15.4,79.5167,86.09,65,100,3.02,overcast clouds
356,Fez,MA,34.0372,-4.9998,95.25,16,40,4.61,scattered clouds
357,Grand-Bourg,GP,15.8835,-61.3148,85.95,77,1,17.27,clear sky
358,Itaituba,BR,-4.2761,-55.9836,83.95,60,95,3.06,overcast clouds
359,Pinawa,CA,50.1489,-95.8811,78.58,38,9,13.35,clear sky
360,Nur,PL,52.6683,22.3221,69.35,64,5,1.25,clear sky
361,Abu Dhabi,AE,24.4667,54.3667,98.71,61,0,4.61,clear sky
362,Pergamino,AR,-33.89,-60.5736,68.18,41,100,7.63,overcast clouds
363,Vao,NC,-22.6667,167.4833,73.08,90,11,20.96,few clouds
364,Moron,AR,-34.6534,-58.6198,65.95,74,100,7.23,overcast clouds
365,Bardstown,US,37.8092,-85.4669,92.79,50,0,8.05,clear sky
366,Dingle,PH,10.9995,122.6711,77.25,91,99,5.79,overcast clouds
367,Kutum,SD,14.2,24.6667,73.45,62,94,4.83,overcast clouds
368,Sibolga,ID,1.7427,98.7792,76.05,90,99,3.44,overcast clouds
369,Dogondoutchi,NE,13.6393,4.0287,84.09,59,41,3.53,scattered clouds
370,Edd,ER,13.9297,41.6925,91.31,61,72,6.87,broken clouds
371,Tadine,NC,-21.55,167.8833,74.3,87,20,13.89,few clouds
372,Chaiya,TH,9.3862,99.1986,77.27,85,100,5.44,overcast clouds
373,Bogorodskoye,RU,56.55,37.8833,59.68,68,65,9.15,broken clouds
374,Patti,IN,31.2808,74.8572,80.67,96,99,5.48,overcast clouds
375,Wonthaggi,AU,-38.6044,145.5913,44.82,87,4,6.69,clear sky
376,La Paz,BO,-16.5,-68.15,66.18,10,75,4.61,broken clouds
377,Bardiyah,LY,31.7561,25.0865,76.15,66,0,10.54,clear sky
378,Tazovskiy,RU,67.4667,78.7,43.75,84,100,3.24,overcast clouds
379,Japura,ID,-0.3167,102.35,73.29,98,100,1.57,overcast clouds
380,Aksarayskiy,RU,46.7924,48.0119,72.0,76,2,12.12,clear sky
381,Andenes,NO,69.3143,16.1194,55.38,82,75,9.22,broken clouds
382,Jinka,ET,5.65,36.65,68.05,58,87,0.58,overcast clouds
383,Poya,NC,-21.35,165.15,74.01,84,46,7.85,scattered clouds
384,Mantua,IT,45.1667,10.7833,88.84,52,1,1.99,clear sky
385,Tsiroanomandidy,MG,-18.7667,46.0333,56.97,65,0,4.21,clear sky
386,Maldonado,UY,-34.6667,-54.9167,53.22,82,100,7.7,overcast clouds
387,Vardo,NO,70.3705,31.1107,57.18,88,100,6.91,light intensity shower rain
388,Nata,PA,8.3333,-80.5167,76.87,92,100,3.06,overcast clouds
389,Mayskiy,RU,47.6931,40.1025,63.81,61,12,7.11,few clouds
390,Tessalit,ML,20.1986,1.0114,90.32,33,95,8.63,light rain
391,Tiarei,PF,-17.5333,-149.3333,80.62,75,19,11.48,light rain
392,Salalah,OM,17.0151,54.0924,77.09,94,100,5.75,overcast clouds
393,Carauari,BR,-4.8828,-66.8958,89.28,51,61,1.52,broken clouds
394,Donskoye,RU,45.4552,41.9741,68.13,63,19,9.55,few clouds
395,Camabatela,AO,-8.1881,15.375,67.91,57,81,4.41,broken clouds
396,Soyo,AO,-6.1349,12.3689,70.21,88,8,10.98,clear sky
397,Walvis Bay,NA,-22.9575,14.5053,57.09,51,0,2.98,clear sky
398,Gizo,SB,-8.103,156.8419,80.91,79,53,7.07,broken clouds
399,Terney,RU,45.0503,136.6092,61.32,97,100,5.75,overcast clouds
400,Beringovskiy,RU,63.05,179.3167,47.37,65,33,9.98,scattered clouds
401,Rudbar,AF,30.15,62.6,96.4,10,19,6.24,few clouds
402,Ubinskoye,RU,55.3068,79.6802,59.38,97,5,12.26,clear sky
403,Manga,BF,11.6636,-1.0731,80.78,66,100,5.68,light rain
404,Lavrentiya,RU,65.5833,-171.0,39.74,83,100,21.34,light rain
405,Port Macquarie,AU,-31.4333,152.9167,55.89,83,100,11.63,overcast clouds
406,Farah,AF,32.5,62.5,89.92,11,0,2.93,clear sky
407,Iqaluit,CA,63.7506,-68.5145,41.7,86,69,4.0,broken clouds
408,Diapaga,BF,12.0708,1.7889,81.01,65,96,5.12,overcast clouds
409,Kununurra,AU,-15.7667,128.7333,53.58,87,8,0.0,clear sky
410,Diamantino,BR,-14.4086,-56.4461,93.43,21,25,7.58,scattered clouds
411,Bontang,ID,0.1333,117.5,79.07,83,59,2.62,broken clouds
412,San Pedro,PH,14.35,121.0167,79.83,85,40,3.44,scattered clouds
413,Jabinyanah,TN,35.035,10.9081,82.51,62,0,11.14,clear sky
414,Volkhov,RU,59.9258,32.3382,61.38,82,0,3.29,clear sky
415,Vestmanna,FO,62.1564,-7.1664,50.92,87,75,6.91,broken clouds
416,Hofn,IS,64.2539,-15.2082,50.81,90,26,2.95,scattered clouds
417,Kirkuk,IQ,35.4681,44.3922,94.39,12,0,11.61,clear sky
418,Paracuru,BR,-3.41,-39.0306,76.1,72,82,12.01,broken clouds
419,Lodja,CD,-3.4833,23.4333,75.99,65,100,1.12,overcast clouds
420,Tautira,PF,-17.7333,-149.15,75.56,77,20,10.83,light rain
421,Kursk,RU,51.7303,36.1939,57.4,100,40,4.47,scattered clouds
422,Katobu,ID,-4.9408,122.5276,74.71,88,83,5.73,broken clouds
423,Grand Gaube,MU,-20.0064,57.6608,69.39,70,98,5.01,overcast clouds
424,Havelock,US,34.8791,-76.9013,90.05,83,0,18.41,clear sky
425,San Patricio,US,28.017,-97.5169,99.32,39,4,20.27,clear sky
426,Melbu,NO,68.5044,14.8297,55.22,82,100,9.22,overcast clouds
427,Birnin Kebbi,NG,12.4539,4.1975,82.47,62,55,6.02,broken clouds
428,Warrington,GB,53.3925,-2.5802,64.87,79,75,10.36,broken clouds
429,Cileungsi,ID,-6.3947,106.9592,81.86,81,72,3.06,broken clouds
430,Benxi,CN,41.2886,123.765,64.72,97,100,0.45,overcast clouds
431,Chambas,CU,22.1928,-78.9136,87.35,62,72,6.73,light rain
432,Mariental,NA,-24.6333,17.9667,60.12,27,0,11.52,clear sky
433,Beni Mazar,EG,28.4962,30.8029,84.63,31,0,18.23,clear sky
434,Cockburn Town,TC,21.4612,-71.1419,82.54,81,14,20.0,few clouds
435,Maraba,BR,-5.3686,-49.1178,95.18,29,20,1.14,few clouds
436,Einbeck,DE,51.8167,9.8667,67.71,90,72,6.8,broken clouds
437,Doume,CM,4.2333,13.45,70.88,85,100,2.28,overcast clouds
438,Hengyang,CN,26.8881,112.615,80.29,83,46,3.87,scattered clouds
439,Revda,RU,56.801,59.9303,52.09,96,33,3.74,scattered clouds
440,Kalengwa,ZM,-13.4659,25.0027,67.14,38,100,1.74,overcast clouds
441,Birzai,LT,56.2,24.75,65.12,68,25,3.31,scattered clouds
442,Zeya,RU,53.75,127.2667,60.8,85,89,3.2,overcast clouds
443,Asau,RO,46.4333,26.4,67.28,42,0,5.86,clear sky
444,Riyadh,SA,24.6877,46.7219,98.74,8,64,6.22,broken clouds
445,Husavik,IS,66.0449,-17.3389,50.77,78,88,2.91,overcast clouds
446,Chumikan,RU,54.7183,135.315,52.5,99,100,1.39,overcast clouds
447,Sitka,US,57.0531,-135.33,55.29,88,100,3.44,overcast clouds
448,Joensuu,FI,62.6012,29.7632,64.89,88,0,1.14,clear sky
449,Salinas,US,36.6777,-121.6555,92.57,60,0,14.97,haze
450,Macusani,PE,-14.0833,-70.4333,50.83,28,33,6.89,scattered clouds
451,Finschhafen,PG,-6.6024,147.8681,77.72,82,11,3.06,few clouds
452,Linhares,BR,-19.3911,-40.0722,72.73,76,68,6.15,broken clouds
453,Kosonsoy,UZ,41.2561,71.5508,75.76,20,0,7.23,clear sky
454,Sassandra,CI,4.95,-6.0833,74.82,75,100,5.77,overcast clouds
455,Kavaratti,IN,10.5669,72.642,81.12,77,100,20.36,overcast clouds
456,Muli,MV,2.9167,73.5667,81.32,76,97,12.91,overcast clouds
457,Abhar,IR,36.1468,49.218,74.05,48,1,4.45,clear sky
458,Poum,NC,-20.2333,164.0167,76.98,85,98,23.06,overcast clouds
459,Majene,ID,-3.5403,118.9707,76.89,91,95,9.71,overcast clouds
460,Nizhneangarsk,RU,55.7833,109.55,53.47,82,100,0.89,overcast clouds
461,Agadez,NE,19.75,10.25,93.34,16,78,2.28,broken clouds
462,Maniitsoq,GL,65.4167,-52.9,45.41,90,93,13.73,overcast clouds
463,Jawar,IN,23.0,76.5,77.05,86,100,5.68,moderate rain
464,Kota Bahru,MY,6.1333,102.2386,76.33,90,100,3.02,overcast clouds
465,Cacoal,BR,-11.4386,-61.4472,94.73,22,0,4.09,clear sky
466,Meulaboh,ID,4.1363,96.1285,77.97,83,100,4.94,overcast clouds
467,Puerto Lumbreras,ES,37.5633,-1.8097,80.98,56,0,3.89,clear sky
468,Progreso,MX,21.2833,-89.6667,99.1,66,14,17.72,few clouds
469,Aqtobe,KZ,50.2797,57.2072,69.89,40,0,6.71,clear sky
470,Cascais,PT,38.6979,-9.4215,70.93,71,20,20.0,few clouds
471,Windsor,CA,42.3001,-83.0165,92.3,38,20,10.36,few clouds
472,Bomi,SL,7.2461,-11.5258,74.41,87,99,5.79,overcast clouds
473,Eureka,US,40.8021,-124.1637,90.75,80,68,5.99,broken clouds
474,Kretinga,LT,55.8758,21.2508,69.55,73,0,3.44,clear sky
475,Amga,RU,60.8953,131.9608,64.54,80,4,1.92,clear sky
476,Odweyne,SO,9.4092,45.064,71.37,44,9,15.17,clear sky
477,Lamu,KE,-2.2717,40.902,75.42,81,18,18.25,light rain
478,Coihaique,CL,-45.5752,-72.0662,35.55,80,75,3.44,broken clouds
479,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,75,33,3.38,scattered clouds
480,Yeppoon,AU,-23.1333,150.7333,56.98,95,15,6.46,few clouds
481,Ahmadpur East,PK,29.1431,71.2598,83.25,74,100,2.62,moderate rain
482,Newcastleton,GB,55.1796,-2.8127,59.34,80,99,6.35,overcast clouds
483,Dwarka,IN,22.2394,68.9678,82.89,82,100,19.35,overcast clouds
484,Montepuez,MZ,-13.1256,38.9997,66.88,71,59,8.55,broken clouds
485,Dongsheng,CN,39.8161,109.9776,60.08,76,100,22.35,light rain
486,Faya,SA,18.3851,42.4509,68.52,61,72,3.51,broken clouds
487,Ilulissat,GL,69.2167,-51.1,51.82,82,75,5.75,broken clouds
488,Myski,RU,53.709,87.8014,56.39,98,100,3.56,moderate rain
489,Shahgarh,IN,24.3167,79.1333,77.65,92,100,3.94,overcast clouds
490,Arica,CL,-18.475,-70.3042,63.95,77,100,6.91,overcast clouds
491,Denpasar,ID,-8.65,115.2167,78.46,78,40,11.5,scattered clouds
492,Bud,US,39.447,-86.1758,91.06,48,0,8.23,clear sky
493,Ipixuna,BR,-1.7625,-48.8043,80.44,74,100,1.88,overcast clouds
494,Nova Olinda Do Norte,BR,-3.8881,-59.0942,85.87,58,83,1.48,broken clouds
495,Seoul,KR,37.5683,126.9778,72.84,93,23,1.54,few clouds
496,Ucluelet,CA,48.9329,-125.5528,61.09,86,100,1.01,overcast clouds
497,Aykhal,RU,66.0,111.5,51.84,91,100,1.16,overcast clouds
498,Korla,CN,41.7597,86.1469,77.04,31,0,2.37,clear sky
499,Huber Heights,US,39.8439,-84.1247,88.9,48,20,16.11,few clouds
500,Huilong,CN,31.8111,121.655,79.93,93,0,4.03,clear sky
501,Ust-Barguzin,RU,53.45,108.9833,54.03,96,100,7.02,light rain
502,Baijiantan,CN,45.6333,85.1833,81.37,21,0,7.02,clear sky
503,Bela Vista Do Paraiso,BR,-22.9967,-51.1906,79.84,36,18,4.14,few clouds
504,Kastamonu,TR,41.5,33.6667,54.99,93,0,4.23,clear sky
505,Rafaela,AR,-31.2503,-61.4867,64.99,66,98,12.82,overcast clouds
506,Tommot,RU,58.9564,126.2925,60.91,95,77,1.28,broken clouds
507,Satipo,PE,-11.2522,-74.6386,90.66,36,1,3.2,clear sky
508,Amuntai,ID,-2.4177,115.2494,73.9,95,99,0.89,moderate rain
509,Cabedelo,BR,-6.9811,-34.8339,74.07,84,100,11.18,overcast clouds
510,Aloleng,PH,16.1307,119.7824,81.95,75,100,6.93,overcast clouds
511,Saint-Augustin,CA,51.226,-58.6502,75.87,40,95,8.46,overcast clouds
512,Arrecife,ES,28.963,-13.5477,75.18,78,20,21.85,few clouds
513,Akhmeta,GE,42.0311,45.2075,66.72,93,98,8.21,overcast clouds
514,Oranjemund,NA,-28.55,16.4333,56.01,75,3,6.73,clear sky
515,Rawlins,US,41.7911,-107.2387,89.49,9,0,20.71,clear sky
516,Nara,JP,34.6851,135.8049,76.5,96,61,4.12,broken clouds
517,Sao Felix Do Xingu,BR,-6.6447,-51.995,93.47,25,14,3.44,few clouds
518,Santa Lucia,ES,27.9117,-15.5407,69.76,65,20,29.93,few clouds
519,Saint George,US,37.1041,-113.5841,111.25,14,0,5.75,clear sky
520,Iglesias,IT,39.3114,8.535,83.62,57,13,3.49,few clouds
521,Itarema,BR,-2.9248,-39.9167,82.65,68,57,15.59,broken clouds
522,Ngunguru,NZ,-35.6167,174.5,50.2,86,41,8.52,scattered clouds
523,Bilibino,RU,68.0546,166.4372,41.74,67,96,2.82,overcast clouds
524,Matamoros,MX,25.5333,-103.25,98.71,18,75,0.0,broken clouds
525,Raton,US,36.9034,-104.4391,89.33,36,0,9.22,clear sky
526,Sistranda,NO,63.7256,8.834,53.56,86,100,19.69,overcast clouds
527,Taltal,CL,-25.4,-70.4833,60.71,78,9,5.19,clear sky
528,Isangel,VU,-19.55,169.2667,76.28,85,4,11.61,clear sky
529,Lasa,IT,46.6166,10.7002,69.78,82,44,1.61,scattered clouds
530,Dickinson,US,29.4608,-95.0513,101.12,58,75,13.8,broken clouds
531,Aksarka,RU,66.5606,67.7975,42.8,81,29,2.42,scattered clouds
532,Ha Giang,VN,22.8333,104.9833,74.8,99,96,0.49,overcast clouds
533,Kaniama,CD,-7.5667,24.1833,72.99,45,39,4.68,scattered clouds
534,Salinopolis,BR,-0.6136,-47.3561,80.13,82,81,7.16,broken clouds
535,Ambilobe,MG,-13.2,49.05,66.45,71,16,5.61,few clouds
536,Dungarpur,IN,23.8333,73.7167,80.58,78,100,11.21,overcast clouds
537,Sarangani,PH,5.4033,125.4636,82.02,75,100,1.68,light rain
538,Strezhevoy,RU,60.7333,77.5889,55.56,94,100,3.44,light rain
539,Sobolevo,RU,54.4299,31.8996,56.75,91,1,8.01,clear sky
540,Vanavara,RU,60.34,102.2797,56.71,74,90,1.66,overcast clouds
541,West Bay,KY,19.3667,-81.4167,89.67,62,20,9.22,few clouds
542,Yashalta,RU,46.3395,42.2762,66.45,38,0,9.86,clear sky
543,Kahului,US,20.8947,-156.47,82.42,69,75,17.27,broken clouds
544,Palmer,US,42.1584,-72.3287,91.78,52,20,24.16,few clouds
545,Quime,BO,-16.9833,-67.2167,62.89,16,100,7.07,overcast clouds
546,Klaeng,TH,12.7797,101.6483,81.95,100,100,4.7,overcast clouds
547,Cap Malheureux,MU,-19.9842,57.6142,69.48,70,97,5.01,overcast clouds
548,Westport,US,41.1415,-73.3579,88.27,72,20,10.36,few clouds
549,Gamba,GA,-2.65,10.0,71.08,91,88,6.82,overcast clouds
550,Paamiut,GL,61.994,-49.6678,45.75,88,9,8.66,clear sky
551,Ulladulla,AU,-35.35,150.4667,53.65,82,49,6.49,scattered clouds
552,Jiazi,CN,22.8779,116.067,81.77,82,4,5.12,clear sky
553,Forrest City,US,35.0081,-90.7898,96.73,33,11,9.13,few clouds
554,Hirara,JP,24.8,125.2833,84.99,76,3,13.53,clear sky
555,Bukachacha,RU,52.9833,116.9167,60.12,95,89,0.92,overcast clouds
556,Sambava,MG,-14.2667,50.1667,69.1,85,64,12.41,light rain
557,Xapuri,BR,-10.6517,-68.5044,93.72,23,0,1.66,clear sky
558,Palora,EC,-1.7,-77.9333,78.91,46,85,1.88,overcast clouds
559,Tateyama,JP,34.9833,139.8667,79.11,88,32,12.95,scattered clouds
560,Port-Gentil,GA,-0.7193,8.7815,75.16,88,40,11.5,scattered clouds
561,Roald,NO,62.5833,6.1333,58.15,87,75,6.91,broken clouds
562,Aragats,AM,40.4889,44.3528,67.57,79,4,5.21,clear sky
563,Bathsheba,BB,13.2167,-59.5167,86.61,83,20,21.85,few clouds
564,San Quintin,MX,30.4833,-115.95,73.31,71,100,18.1,overcast clouds
565,Raudeberg,NO,61.9875,5.1352,54.27,86,92,8.55,overcast clouds
566,Mormugao,IN,15.4,73.8,76.26,94,75,6.91,drizzle
567,Joao Pinheiro,BR,-17.7425,-46.1725,78.53,32,3,5.39,clear sky
568,Sherbakul,RU,54.6316,72.3963,59.54,83,25,14.47,scattered clouds
569,Baiyin,CN,36.5583,104.2081,54.63,80,62,4.41,broken clouds
570,Veraval,IN,20.9,70.3667,81.72,81,100,16.08,overcast clouds
571,Sompeta,IN,18.9333,84.6,83.26,79,100,4.5,overcast clouds
572,Mnogovershinnyy,RU,53.9353,139.9242,51.76,94,100,5.14,overcast clouds
573,Bull Savanna,JM,17.8868,-77.5902,86.36,57,5,18.52,clear sky
574,Paris,FR,48.8534,2.3488,76.78,64,0,9.22,clear sky
575,Pingliang,CN,35.5392,106.6861,58.51,88,100,14.81,light rain
576,Paita,PE,-5.0892,-81.1144,69.08,68,24,14.76,few clouds
577,Siderno,IT,38.2779,16.302,78.33,65,0,7.34,clear sky
578,Nyimba,ZM,-14.5566,30.8149,70.34,53,100,7.38,light rain
579,Kaspiysk,RU,42.8816,47.6392,75.24,69,20,4.47,few clouds
580,Arman,RU,59.7,150.1667,66.02,76,29,2.01,scattered clouds
581,Harper,LR,4.375,-7.7169,75.45,76,100,8.97,overcast clouds
582,Moussoro,TD,13.6408,16.4901,87.78,55,61,1.14,broken clouds
583,Egvekinot,RU,66.3167,-179.1667,40.41,57,93,11.39,overcast clouds
584,Whitehorse,CA,60.7161,-135.0538,62.02,55,77,13.0,broken clouds
585,Ketchikan,US,55.3422,-131.6461,63.07,67,100,8.05,overcast clouds
586,Ayame,CI,5.6083,-3.1563,70.95,79,61,5.08,broken clouds
587,Kjollefjord,NO,70.9457,27.3465,58.82,100,75,2.3,light rain
588,Tamandare,BR,-8.7597,-35.1047,75.42,84,92,10.71,overcast clouds
589,Vostok,RU,46.4856,135.8833,59.27,99,99,2.04,overcast clouds
590,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,93.56,23,8,2.13,clear sky
591,Pandamatenga,BW,-18.5278,25.627,61.93,54,84,4.36,broken clouds
592,Peterhead,GB,57.5058,-1.7981,57.45,85,100,7.78,overcast clouds
593,Zarubino,RU,42.63,131.0922,66.0,98,100,1.63,overcast clouds
594,Kavieng,PG,-2.5744,150.7967,81.23,79,100,11.34,light rain
595,Zatoka,UA,46.0725,30.4654,72.72,59,5,9.28,clear sky
596,Palmares Do Sul,BR,-30.2578,-50.5097,66.67,86,100,4.07,overcast clouds
597,Saldanha,ZA,-33.0117,17.9442,54.39,75,96,10.33,overcast clouds
598,Manokwari,ID,-0.8667,134.0833,77.85,80,97,3.67,overcast clouds
599,Qui Nhon,VN,13.7667,109.2333,76.91,88,100,3.76,overcast clouds
600,Novobirilyussy,RU,56.9514,90.6661,57.22,95,100,5.1,overcast clouds
601,Isabela,PH,6.7085,121.9711,78.66,84,100,3.11,overcast clouds
602,College,US,64.8569,-147.8028,61.59,66,100,0.0,overcast clouds
603,Turayf,SA,31.6725,38.6637,83.19,27,0,14.2,clear sky
604,Ntoum,GA,0.3833,9.7833,76.21,79,100,5.06,overcast clouds
605,Cloquet,US,46.7216,-92.4594,80.62,44,100,14.97,overcast clouds
606,Viedma,AR,-40.8135,-62.9967,52.07,22,98,16.6,overcast clouds
607,Varna,BG,43.2167,27.9167,71.44,86,0,2.3,clear sky
608,Marrakesh,MA,31.6315,-8.0083,96.87,23,75,19.57,broken clouds
609,Pauini,BR,-7.7136,-66.9764,95.72,28,8,0.45,clear sky
610,Cabral,DO,18.25,-71.2167,89.46,79,20,17.27,few clouds
611,Broome,US,42.2506,-75.833,88.99,50,20,13.8,few clouds
612,Sokoni,TZ,-6.4333,39.55,75.47,77,76,18.72,light rain
613,Khandyga,RU,62.6667,135.6,67.33,73,74,4.27,broken clouds
614,Daru,PG,-9.0763,143.2092,75.72,92,67,7.65,broken clouds
615,Pimentel,PE,-6.8367,-79.9342,71.89,56,20,12.66,few clouds
616,Sikasso,ML,10.9167,-7.0,75.15,88,97,4.97,overcast clouds
617,Hermiston,US,45.8404,-119.2895,99.81,21,0,10.36,clear sky
618,Ormara,PK,25.2088,64.6357,83.93,84,99,13.58,overcast clouds
619,Somanda,TZ,-3.3667,33.95,70.97,43,91,15.48,overcast clouds
620,Mount Isa,AU,-20.7333,139.5,44.37,49,0,3.44,clear sky
621,Hukuntsi,BW,-24.0,21.75,60.28,36,18,8.16,few clouds
622,Phalaborwa,ZA,-23.943,31.1411,64.71,72,49,4.23,moderate rain
623,Chany,RU,55.3121,76.7647,57.7,95,21,9.86,few clouds
624,Eyl,SO,7.9803,49.8164,76.62,79,0,23.91,clear sky
625,Terenos,BR,-20.4422,-54.8603,87.51,25,0,10.36,clear sky
626,Stornoway,GB,58.2093,-6.3865,55.92,78,75,3.44,broken clouds
627,Santa-Maria,FR,41.8762,8.9779,78.55,69,0,2.3,clear sky
628,Morshansk,RU,53.4435,41.8107,54.54,98,66,5.61,broken clouds
629,Le Mans,FR,48.0,0.2,78.73,44,0,6.91,clear sky
630,Stodolishche,RU,54.1859,32.6492,58.01,90,4,10.07,clear sky
631,Amahai,ID,-3.3333,128.9167,75.29,82,79,6.15,broken clouds
632,Teguldet,RU,57.3064,88.1667,56.14,97,70,5.68,broken clouds
633,Redwater,US,33.3582,-94.2544,97.09,29,100,9.22,overcast clouds
634,Kikwit,CD,-5.041,18.8162,80.65,44,51,1.81,broken clouds
635,Wenshang,CN,35.7275,116.4961,73.56,81,24,2.3,few clouds
636,Samarinda,ID,-0.5,117.15,73.06,99,97,0.09,light rain
637,Cap-Aux-Meules,CA,47.3821,-61.8597,67.24,78,6,10.51,clear sky
638,San Bartolome De Tirajana,ES,27.9248,-15.5733,67.32,75,20,29.93,few clouds
639,Badhni Kalan,IN,30.6833,75.2833,78.03,93,100,5.59,overcast clouds
640,Namtsy,RU,62.7161,129.6658,66.13,84,62,3.22,broken clouds
641,Sidney,AU,-33.8679,151.2073,58.28,88,75,14.97,broken clouds
642,Bikaner,IN,28.0167,73.3,90.0,57,100,17.96,overcast clouds
643,Haines Junction,CA,60.7522,-137.5108,52.43,71,100,6.6,overcast clouds
644,Lingao,CN,19.9103,109.6859,78.82,85,4,9.75,clear sky
645,Telgte,DE,51.9833,7.7833,67.21,89,75,6.91,broken clouds
646,Virginia Beach,US,36.8529,-75.978,93.0,69,75,14.97,broken clouds
647,Kamwenge,UG,0.1866,30.4539,70.72,50,100,1.63,overcast clouds
648,Nicoya,CR,10.1483,-85.452,82.78,74,100,1.68,overcast clouds
649,Makakilo City,US,21.3469,-158.0858,80.92,62,75,16.11,broken clouds
650,Qiongshan,CN,20.0058,110.3542,79.56,87,1,7.34,clear sky
651,Lerwick,GB,60.1545,-1.1494,51.8,81,0,10.49,clear sky
652,Greenville,US,35.6127,-77.3663,91.56,70,100,16.11,overcast clouds
653,Garowe,SO,8.4054,48.4845,80.8,44,44,22.68,scattered clouds
654,Nome,US,64.5011,-165.4064,46.47,87,100,13.8,overcast clouds
655,Saint-Francois,FR,46.4154,3.9054,74.64,53,0,2.3,clear sky
656,Los Algarrobos,PA,8.5,-82.4333,82.81,79,40,11.5,scattered clouds
657,Esso,RU,55.9333,158.7,63.27,81,10,5.64,clear sky
658,Foz,ES,43.5692,-7.2544,65.91,96,100,7.76,overcast clouds
659,Shiraoi,JP,42.55,141.35,66.38,92,72,4.9,broken clouds
660,Lengshuitan,CN,26.4111,111.5956,78.31,87,35,4.99,scattered clouds
661,Kaka,TM,37.3482,59.6143,92.52,10,0,8.14,clear sky
662,Belozerskoye,RU,55.8214,65.5842,57.81,96,66,10.31,broken clouds
663,Dridu,RO,44.7,26.45,81.18,24,0,7.65,clear sky
664,Kandrian,PG,-6.2167,149.55,75.9,89,61,4.63,broken clouds
665,Pangkalanbuun,ID,-2.6833,111.6167,73.17,99,99,2.13,overcast clouds
666,Santo Estevao,BR,-12.4303,-39.2514,71.47,78,51,8.95,broken clouds
667,Plettenberg Bay,ZA,-34.0527,23.3716,54.66,81,23,5.44,few clouds
668,Chimore,BO,-16.9833,-65.1333,86.81,42,69,5.03,broken clouds
669,Chizhou,CN,30.6578,117.4831,78.08,93,42,2.26,scattered clouds
670,Louis Trichardt,ZA,-23.0439,29.9032,56.61,82,30,3.31,scattered clouds
671,Tezu,IN,27.9167,96.1667,76.24,96,100,2.75,light rain
672,Changping,CN,40.2186,116.2197,74.84,68,98,1.61,overcast clouds
673,Bestobe,KZ,52.4994,73.0975,64.87,65,0,11.21,clear sky
674,Hokitika,NZ,-42.7167,170.9667,39.92,72,0,8.25,clear sky
675,Camacha,PT,33.0833,-16.3333,69.22,68,40,17.27,scattered clouds
676,Santiago De Cao,PE,-7.9589,-79.2392,62.73,77,100,11.5,fog
677,Muroto,JP,33.2833,134.15,79.29,88,17,11.5,few clouds
678,Alyangula,AU,-13.8483,136.4192,67.15,68,89,12.66,overcast clouds
679,Myitkyina,MM,25.3833,97.4,75.94,96,96,2.04,overcast clouds
680,Seddon,AU,-37.8068,144.8916,48.15,87,0,3.44,clear sky
681,Kristiinankaupunki,FI,62.2743,21.376,65.68,77,100,11.12,overcast clouds
682,Nador,MA,35.174,-2.9287,79.05,83,0,3.44,clear sky
683,Kartuzy,PL,54.3342,18.1974,76.86,69,0,9.22,clear sky
684,Songea,TZ,-10.6833,35.65,57.38,79,15,1.01,few clouds
685,Gayeri,BF,12.6497,0.4931,81.84,63,98,6.71,light rain
686,Iralaya,HN,15.0,-83.2333,84.0,71,16,9.46,few clouds
687,Lhokseumawe,ID,5.1801,97.1507,77.23,89,100,6.62,light rain
688,Goure,NE,13.9835,10.2704,86.02,48,55,4.03,broken clouds
689,Henties Bay,NA,-22.116,14.2845,58.84,69,0,6.06,clear sky
690,Mount Pleasant,US,32.7941,-79.8626,91.18,77,75,13.8,broken clouds
691,Aktash,RU,50.3,87.7333,40.32,90,99,5.48,overcast clouds
692,Ximei,CN,24.9639,118.3794,79.32,89,4,1.61,clear sky
693,Senador Jose Porfirio,BR,-2.5908,-51.9542,82.71,67,92,2.68,overcast clouds
